,decile1b,decile3,decile1,sex,lsat,ugpa,grad,bar1,fulltime,fam_inc,gender,race1,tier
17951,1.0,2.0,1.0,1.0,1,2,0,0,1.0,4.0,0,1,3.0
17954,5.0,3.0,5.0,1.0,0,2,0,0,1.0,4.0,0,1,3.0
17959,8.0,8.0,8.0,2.0,2,2,0,1,1.0,3.0,1,1,4.0
17963,2.0,2.0,3.0,2.0,0,2,0,0,1.0,1.0,1,3,4.0
17977,4.0,3.0,4.0,2.0,1,2,0,1,1.0,4.0,1,1,4.0
17980,1.0,1.0,1.0,2.0,0,2,0,0,1.0,3.0,1,3,3.0
17986,2.0,2.0,2.0,1.0,0,1,0,0,1.0,3.0,0,0,4.0
17987,1.0,2.0,2.0,1.0,0,1,0,1,1.0,4.0,0,1,2.0
17997,9.0,7.0,9.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
17999,2.0,1.0,2.0,2.0,2,1,0,0,1.0,3.0,1,1,3.0
18001,1.0,1.0,2.0,1.0,2,1,0,0,1.0,3.0,0,1,2.0
18002,1.0,1.0,1.0,1.0,0,1,0,0,1.0,5.0,0,3,4.0
18004,1.0,1.0,1.0,2.0,0,1,0,0,2.0,2.0,1,0,3.0
18005,3.0,1.0,4.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
18006,1.0,1.0,2.0,1.0,2,1,0,0,1.0,4.0,0,2,5.0
18008,4.0,5.0,5.0,2.0,0,1,0,0,1.0,4.0,1,4,2.0
18010,9.0,8.0,10.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
18013,4.0,1.0,4.0,2.0,3,1,0,1,1.0,4.0,1,1,5.0
18023,1.0,1.0,2.0,2.0,0,1,0,0,1.0,4.0,1,0,2.0
18031,4.0,4.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
18035,8.0,9.0,8.0,1.0,2,1,0,1,1.0,4.0,0,1,2.0
18042,5.0,3.0,5.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
18047,7.0,6.0,7.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18052,1.0,2.0,1.0,1.0,0,1,0,0,1.0,3.0,0,1,5.0
18055,3.0,2.0,3.0,1.0,3,1,0,0,1.0,3.0,0,1,3.0
18056,7.0,10.0,8.0,1.0,0,1,0,1,2.0,3.0,0,1,3.0
18059,2.0,1.0,2.0,2.0,0,1,0,0,1.0,3.0,1,1,2.0
18062,5.0,4.0,5.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
18063,3.0,1.0,3.0,2.0,0,1,0,0,1.0,2.0,1,1,1.0
18065,2.0,3.0,2.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
18066,4.0,2.0,4.0,2.0,1,1,0,0,1.0,4.0,1,1,4.0
18067,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,4,4.0
18069,3.0,2.0,3.0,2.0,2,1,0,1,1.0,3.0,1,1,4.0
18071,9.0,10.0,9.0,2.0,2,1,0,1,1.0,4.0,1,4,3.0
18072,7.0,7.0,7.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18075,4.0,2.0,5.0,2.0,1,1,0,0,1.0,3.0,1,1,3.0
18079,7.0,8.0,7.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
18089,3.0,2.0,3.0,2.0,0,1,0,0,1.0,2.0,1,0,3.0
18092,5.0,4.0,5.0,2.0,0,1,0,1,1.0,4.0,1,0,4.0
18095,10.0,10.0,10.0,1.0,2,1,0,1,1.0,4.0,0,1,5.0
18096,3.0,2.0,3.0,2.0,2,1,0,1,1.0,2.0,1,0,4.0
18100,8.0,6.0,8.0,2.0,1,1,0,1,1.0,3.0,1,1,3.0
18104,3.0,2.0,3.0,2.0,2,1,0,1,1.0,4.0,1,1,4.0
18111,5.0,4.0,5.0,1.0,0,1,0,0,1.0,3.0,0,3,1.0
18117,9.0,10.0,9.0,2.0,3,1,0,1,1.0,3.0,1,1,3.0
18122,2.0,2.0,3.0,2.0,0,1,0,0,1.0,2.0,1,0,4.0
18124,3.0,5.0,3.0,2.0,3,1,0,1,1.0,3.0,1,1,4.0
18134,2.0,2.0,2.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
18139,3.0,5.0,3.0,2.0,0,1,0,1,1.0,5.0,1,1,5.0
18142,1.0,1.0,1.0,1.0,0,1,0,0,1.0,5.0,0,1,3.0
18143,3.0,2.0,4.0,1.0,2,1,0,0,1.0,4.0,0,3,3.0
18152,6.0,5.0,6.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18157,1.0,1.0,1.0,2.0,3,1,0,0,1.0,3.0,1,2,4.0
18160,7.0,6.0,7.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
18162,10.0,7.0,10.0,2.0,1,1,0,0,1.0,4.0,1,1,4.0
18169,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,2,2.0
18171,2.0,2.0,3.0,1.0,2,1,0,0,1.0,3.0,0,1,3.0
18181,10.0,9.0,10.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
18187,3.0,4.0,4.0,1.0,0,1,0,1,1.0,4.0,0,1,2.0
18195,6.0,5.0,6.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18196,1.0,2.0,1.0,2.0,0,1,0,0,1.0,4.0,1,2,5.0
18197,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
18199,1.0,1.0,1.0,2.0,1,1,0,0,1.0,5.0,1,1,3.0
18206,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,4.0
18207,8.0,7.0,8.0,2.0,1,1,0,1,1.0,4.0,1,1,2.0
18209,5.0,3.0,5.0,1.0,2,1,0,0,1.0,3.0,0,1,4.0
18213,3.0,3.0,3.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
18214,7.0,4.0,7.0,1.0,0,1,0,0,1.0,4.0,0,3,5.0
18216,8.0,6.0,8.0,1.0,1,1,0,1,1.0,4.0,0,1,3.0
18217,4.0,5.0,4.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
18219,4.0,5.0,5.0,2.0,2,1,0,1,1.0,3.0,1,1,2.0
18230,7.0,9.0,7.0,2.0,2,1,0,1,2.0,4.0,1,2,3.0
18233,7.0,6.0,7.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
18238,3.0,1.0,3.0,1.0,3,1,0,0,1.0,4.0,0,1,6.0
18242,9.0,8.0,9.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
18245,2.0,4.0,2.0,2.0,2,1,0,1,1.0,4.0,1,1,4.0
18246,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,1,4.0
18248,1.0,1.0,1.0,2.0,2,1,0,0,2.0,3.0,1,1,5.0
18250,4.0,4.0,5.0,1.0,2,1,0,0,1.0,3.0,0,1,3.0
18259,2.0,3.0,2.0,2.0,2,1,0,0,1.0,1.0,1,1,5.0
18261,2.0,2.0,2.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
18266,7.0,5.0,7.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
18275,7.0,7.0,7.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
18277,6.0,4.0,6.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18312,1.0,1.0,1.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
18313,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,2,2.0
18315,10.0,10.0,10.0,2.0,3,1,0,1,1.0,4.0,1,1,3.0
18324,1.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,2,3.0
18336,3.0,3.0,3.0,1.0,1,1,0,0,1.0,3.0,0,1,5.0
18346,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,5.0
18348,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,0,5.0
18351,3.0,2.0,3.0,2.0,2,1,0,0,1.0,2.0,1,1,3.0
18355,5.0,4.0,5.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
18361,8.0,7.0,8.0,1.0,0,1,0,1,1.0,3.0,0,1,3.0
18366,2.0,2.0,3.0,2.0,2,1,0,0,1.0,3.0,1,1,2.0
18377,2.0,2.0,2.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18378,3.0,3.0,3.0,1.0,2,1,0,0,1.0,4.0,0,1,5.0
18381,4.0,8.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18383,7.0,9.0,7.0,2.0,3,1,0,1,1.0,5.0,1,1,3.0
18385,2.0,1.0,2.0,1.0,0,1,0,0,1.0,2.0,0,0,4.0
18388,2.0,2.0,2.0,2.0,2,1,0,0,1.0,3.0,1,1,3.0
18396,1.0,1.0,1.0,2.0,3,1,0,0,1.0,4.0,1,3,4.0
18401,4.0,4.0,4.0,1.0,0,1,0,0,1.0,5.0,0,1,3.0
18402,5.0,5.0,5.0,2.0,0,1,0,0,1.0,4.0,1,0,4.0
18403,2.0,3.0,3.0,2.0,0,1,0,0,1.0,2.0,1,3,1.0
18405,2.0,1.0,2.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
18412,6.0,2.0,6.0,1.0,0,1,0,0,1.0,3.0,0,1,4.0
18413,9.0,5.0,9.0,1.0,0,1,0,0,1.0,4.0,0,3,1.0
18414,3.0,3.0,3.0,2.0,3,1,0,0,1.0,3.0,1,1,4.0
18424,5.0,3.0,5.0,1.0,2,1,0,0,2.0,3.0,0,1,5.0
18425,8.0,8.0,8.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
18427,4.0,6.0,4.0,1.0,0,1,0,0,2.0,4.0,0,1,3.0
18436,7.0,4.0,7.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
18437,6.0,8.0,6.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18442,5.0,5.0,5.0,1.0,0,1,0,1,1.0,2.0,0,1,3.0
18443,2.0,2.0,2.0,1.0,0,1,0,1,1.0,4.0,0,3,4.0
18444,3.0,2.0,3.0,1.0,1,1,0,0,1.0,3.0,0,1,5.0
18450,6.0,5.0,7.0,1.0,1,1,0,1,1.0,4.0,0,1,4.0
18451,1.0,1.0,1.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
18454,7.0,7.0,7.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18455,10.0,10.0,10.0,1.0,2,1,0,1,1.0,3.0,0,3,2.0
18471,3.0,2.0,3.0,2.0,2,1,0,0,1.0,5.0,1,0,5.0
18474,3.0,3.0,4.0,1.0,1,1,0,1,1.0,3.0,0,1,4.0
18475,3.0,2.0,3.0,2.0,1,1,0,1,1.0,3.0,1,1,5.0
18479,5.0,3.0,5.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18489,1.0,2.0,2.0,2.0,0,1,0,0,1.0,2.0,1,3,4.0
18491,2.0,2.0,2.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
18495,3.0,2.0,3.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
18498,3.0,1.0,3.0,2.0,1,1,0,0,1.0,3.0,1,1,3.0
18500,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,3,5.0
18503,6.0,8.0,6.0,1.0,1,1,0,1,1.0,3.0,0,1,4.0
18504,4.0,3.0,4.0,1.0,2,1,0,0,1.0,3.0,0,1,3.0
18507,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,3,5.0
18509,10.0,10.0,10.0,1.0,2,1,0,1,1.0,4.0,0,1,4.0
18513,3.0,5.0,3.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
18514,10.0,9.0,10.0,2.0,3,1,0,1,1.0,3.0,1,1,5.0
18515,1.0,2.0,2.0,2.0,2,1,0,0,1.0,4.0,1,1,4.0
18523,1.0,1.0,2.0,2.0,0,1,0,0,1.0,2.0,1,1,3.0
18524,2.0,2.0,3.0,2.0,0,1,0,0,1.0,2.0,1,3,5.0
18528,7.0,5.0,7.0,2.0,0,1,0,1,2.0,3.0,1,1,5.0
18531,1.0,1.0,1.0,2.0,1,1,0,0,1.0,4.0,1,1,4.0
18533,4.0,2.0,4.0,2.0,1,1,0,1,1.0,5.0,1,1,4.0
18540,3.0,3.0,3.0,1.0,0,1,0,0,1.0,4.0,0,1,2.0
18548,7.0,6.0,8.0,1.0,2,1,0,1,1.0,4.0,0,2,3.0
18549,5.0,4.0,5.0,1.0,3,1,0,1,1.0,4.0,0,1,4.0
18550,5.0,3.0,5.0,1.0,1,1,0,1,1.0,3.0,0,1,4.0
18553,3.0,3.0,4.0,1.0,0,1,0,0,1.0,4.0,0,2,2.0
18554,1.0,2.0,1.0,1.0,0,1,0,0,1.0,3.0,0,1,3.0
18567,1.0,2.0,2.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
18571,3.0,2.0,3.0,1.0,0,1,0,0,1.0,3.0,0,1,4.0
18575,2.0,3.0,3.0,1.0,0,1,0,1,1.0,1.0,0,0,1.0
18580,6.0,4.0,6.0,1.0,1,1,0,1,1.0,5.0,0,1,3.0
18583,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,3,4.0
18588,7.0,7.0,7.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
18591,1.0,2.0,1.0,2.0,0,1,0,1,1.0,2.0,1,1,2.0
18594,1.0,1.0,1.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
18598,1.0,3.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18600,1.0,1.0,1.0,2.0,0,1,0,0,1.0,1.0,1,3,3.0
18603,6.0,7.0,6.0,2.0,3,1,0,1,1.0,4.0,1,1,5.0
18605,6.0,7.0,6.0,2.0,1,1,0,0,2.0,3.0,1,1,3.0
18606,1.0,2.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18607,1.0,2.0,1.0,2.0,0,1,0,0,1.0,2.0,1,0,3.0
18611,1.0,1.0,1.0,1.0,0,1,0,1,1.0,1.0,0,0,4.0
18618,3.0,5.0,3.0,1.0,0,1,0,0,1.0,4.0,0,1,5.0
18619,5.0,5.0,5.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
18620,8.0,8.0,8.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
18622,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,0,4.0
18631,4.0,5.0,5.0,2.0,2,1,0,1,1.0,4.0,1,1,5.0
18634,7.0,4.0,7.0,2.0,0,1,0,1,1.0,2.0,1,1,3.0
18643,3.0,4.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
18648,1.0,2.0,1.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
18652,1.0,1.0,2.0,1.0,2,1,0,1,1.0,4.0,0,4,5.0
18653,3.0,5.0,3.0,2.0,1,1,0,0,1.0,4.0,1,0,3.0
18657,5.0,5.0,5.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
18659,10.0,10.0,10.0,2.0,2,1,0,1,2.0,4.0,1,1,3.0
18672,2.0,1.0,2.0,1.0,0,1,0,1,1.0,5.0,0,1,3.0
18675,6.0,3.0,6.0,1.0,0,1,0,0,1.0,4.0,0,1,2.0
18683,4.0,4.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18684,2.0,2.0,2.0,1.0,0,1,0,0,1.0,3.0,0,1,2.0
18685,1.0,2.0,1.0,1.0,2,1,0,0,1.0,4.0,0,1,4.0
18696,5.0,4.0,5.0,2.0,0,1,0,0,1.0,3.0,1,0,2.0
18699,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18708,1.0,1.0,1.0,2.0,3,1,0,0,1.0,3.0,1,1,5.0
18712,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,4.0
18714,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,3,4.0
18719,4.0,4.0,5.0,1.0,0,1,0,1,2.0,4.0,0,1,3.0
18723,7.0,7.0,7.0,1.0,3,1,0,1,1.0,3.0,0,1,2.0
18730,2.0,3.0,3.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
18733,9.0,10.0,9.0,2.0,3,1,0,1,1.0,1.0,1,1,3.0
18739,1.0,2.0,2.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
18741,8.0,7.0,8.0,2.0,0,1,0,1,1.0,1.0,1,3,1.0
18743,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,4,3.0
18748,5.0,6.0,5.0,1.0,0,1,0,1,1.0,3.0,0,1,3.0
18750,2.0,1.0,3.0,1.0,2,1,0,0,1.0,4.0,0,1,2.0
18755,3.0,1.0,3.0,2.0,2,1,0,1,1.0,3.0,1,1,5.0
18757,10.0,9.0,10.0,2.0,1,1,0,1,1.0,3.0,1,1,2.0
18758,4.0,2.0,4.0,1.0,3,1,0,1,1.0,3.0,0,1,4.0
18759,1.0,1.0,1.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
18760,2.0,2.0,2.0,2.0,1,1,0,0,1.0,4.0,1,1,5.0
18761,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,3,6.0
18767,3.0,2.0,4.0,1.0,3,1,0,0,1.0,1.0,0,1,3.0
18778,1.0,1.0,1.0,2.0,0,1,0,0,1.0,2.0,1,0,3.0
18787,2.0,3.0,2.0,1.0,0,1,0,0,1.0,1.0,0,4,5.0
18798,1.0,2.0,1.0,1.0,0,1,0,0,1.0,4.0,0,2,2.0
18802,8.0,6.0,8.0,1.0,2,1,0,0,1.0,4.0,0,1,4.0
18811,7.0,8.0,7.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18815,4.0,5.0,5.0,1.0,0,1,0,1,1.0,3.0,0,1,2.0
18816,6.0,6.0,6.0,1.0,2,1,0,0,1.0,4.0,0,1,4.0
18820,4.0,3.0,4.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
18828,8.0,7.0,8.0,2.0,1,1,0,1,1.0,4.0,1,1,4.0
18829,6.0,4.0,6.0,2.0,0,1,0,0,1.0,2.0,1,2,5.0
18830,3.0,1.0,4.0,1.0,0,1,0,0,1.0,4.0,0,3,3.0
18837,2.0,7.0,2.0,1.0,2,1,0,1,2.0,3.0,0,1,3.0
18838,2.0,2.0,3.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
18839,1.0,2.0,1.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
18842,7.0,6.0,7.0,1.0,2,1,0,1,1.0,5.0,0,1,3.0
18844,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,3,3.0
18845,4.0,5.0,4.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
18848,4.0,4.0,4.0,1.0,0,1,0,0,1.0,4.0,0,3,3.0
18863,2.0,5.0,2.0,1.0,0,1,0,1,2.0,4.0,0,1,2.0
18866,5.0,9.0,6.0,1.0,2,1,0,0,1.0,4.0,0,1,1.0
18867,3.0,2.0,3.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
18873,6.0,7.0,6.0,2.0,1,1,0,1,1.0,4.0,1,2,6.0
18882,1.0,1.0,1.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
18885,4.0,3.0,4.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
18886,10.0,10.0,10.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
18889,2.0,1.0,2.0,2.0,2,1,0,0,1.0,4.0,1,1,4.0
18890,2.0,2.0,2.0,2.0,0,1,0,0,1.0,1.0,1,4,4.0
18892,3.0,2.0,3.0,2.0,3,1,0,1,1.0,5.0,1,1,4.0
18898,2.0,1.0,2.0,2.0,1,1,0,0,2.0,3.0,1,1,5.0
18910,7.0,7.0,8.0,2.0,0,1,0,1,1.0,2.0,1,1,3.0
18916,8.0,9.0,8.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
18922,6.0,5.0,7.0,2.0,0,1,0,0,1.0,3.0,1,1,1.0
18927,2.0,2.0,3.0,1.0,3,1,0,1,1.0,1.0,0,3,4.0
18928,6.0,1.0,6.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
18940,1.0,2.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
18943,5.0,6.0,6.0,2.0,0,1,0,0,1.0,3.0,1,1,2.0
18945,5.0,3.0,5.0,2.0,0,1,0,0,1.0,3.0,1,1,3.0
18946,6.0,6.0,7.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
18947,8.0,5.0,8.0,2.0,2,1,0,1,1.0,5.0,1,1,3.0
18949,2.0,1.0,2.0,2.0,2,1,0,0,1.0,5.0,1,1,4.0
18950,9.0,8.0,9.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
18954,1.0,1.0,1.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
18957,1.0,1.0,1.0,2.0,0,1,0,0,1.0,2.0,1,0,4.0
18963,3.0,3.0,3.0,2.0,0,1,0,1,1.0,3.0,1,1,2.0
18964,2.0,4.0,3.0,1.0,0,1,0,0,1.0,4.0,0,1,2.0
18966,4.0,3.0,5.0,1.0,2,1,0,1,1.0,4.0,0,1,4.0
18967,5.0,6.0,6.0,1.0,2,1,0,0,2.0,3.0,0,1,3.0
18968,7.0,5.0,7.0,1.0,2,1,0,1,2.0,2.0,0,1,3.0
18971,6.0,3.0,6.0,2.0,0,1,0,1,1.0,3.0,1,1,5.0
18977,1.0,1.0,1.0,2.0,0,1,0,0,1.0,1.0,1,3,5.0
18987,1.0,1.0,1.0,2.0,3,1,0,0,1.0,4.0,1,1,5.0
18989,6.0,7.0,7.0,2.0,3,1,0,1,1.0,3.0,1,1,4.0
19000,2.0,1.0,2.0,1.0,0,1,0,0,1.0,2.0,0,3,4.0
19001,5.0,4.0,5.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
19004,8.0,5.0,8.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
19005,3.0,6.0,3.0,1.0,3,1,0,1,1.0,3.0,0,0,3.0
19008,3.0,4.0,3.0,1.0,2,1,0,0,1.0,4.0,0,1,5.0
19012,7.0,10.0,7.0,2.0,0,1,0,1,1.0,4.0,1,1,4.0
19015,8.0,9.0,8.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
19016,7.0,5.0,7.0,1.0,2,1,0,0,1.0,3.0,0,0,3.0
19017,5.0,6.0,5.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
19021,2.0,3.0,3.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
19028,1.0,3.0,1.0,1.0,0,1,0,0,1.0,3.0,0,1,2.0
19029,4.0,1.0,5.0,2.0,0,1,0,0,1.0,3.0,1,2,3.0
19037,2.0,2.0,2.0,2.0,2,1,0,0,1.0,3.0,1,2,3.0
19043,6.0,2.0,7.0,2.0,0,1,0,0,1.0,2.0,1,3,1.0
19045,5.0,4.0,5.0,1.0,2,1,0,1,1.0,3.0,0,2,3.0
19056,2.0,3.0,2.0,2.0,0,1,0,0,1.0,4.0,1,4,6.0
19074,2.0,2.0,3.0,1.0,0,1,0,0,1.0,4.0,0,1,1.0
19084,5.0,2.0,5.0,1.0,2,1,0,0,2.0,2.0,0,1,3.0
19089,8.0,8.0,8.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
19091,8.0,7.0,8.0,2.0,2,1,0,1,2.0,2.0,1,1,3.0
19093,4.0,1.0,4.0,2.0,2,1,0,0,1.0,3.0,1,1,4.0
19095,1.0,3.0,2.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
19096,3.0,2.0,4.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
19098,4.0,5.0,5.0,1.0,2,1,0,0,1.0,4.0,0,1,3.0
19100,6.0,7.0,6.0,2.0,1,1,0,1,1.0,5.0,1,1,3.0
19110,8.0,5.0,8.0,1.0,3,1,0,1,1.0,5.0,0,1,5.0
19117,5.0,4.0,5.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
19118,2.0,1.0,3.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
19121,1.0,1.0,1.0,1.0,0,1,0,0,1.0,1.0,0,3,3.0
19124,1.0,1.0,1.0,1.0,0,1,0,0,2.0,3.0,0,3,3.0
19132,9.0,9.0,9.0,1.0,3,1,0,1,1.0,2.0,0,1,5.0
19138,2.0,1.0,2.0,1.0,1,1,0,0,1.0,3.0,0,1,3.0
19148,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,4.0
19158,2.0,2.0,3.0,1.0,0,1,0,0,1.0,3.0,0,2,3.0
19161,7.0,5.0,7.0,1.0,0,1,0,1,2.0,3.0,0,3,1.0
19184,4.0,1.0,4.0,2.0,0,1,0,0,1.0,2.0,1,0,3.0
19185,1.0,1.0,1.0,1.0,0,1,0,0,2.0,2.0,0,3,3.0
19188,4.0,3.0,4.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
19193,1.0,1.0,1.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
19194,3.0,3.0,3.0,1.0,3,1,0,1,1.0,3.0,0,1,3.0
19195,3.0,1.0,3.0,1.0,0,1,0,0,1.0,2.0,0,2,2.0
19203,7.0,6.0,8.0,1.0,2,1,0,1,1.0,4.0,0,0,3.0
19205,10.0,10.0,10.0,2.0,0,1,0,1,2.0,5.0,1,1,5.0
19209,2.0,2.0,2.0,2.0,1,1,0,1,1.0,3.0,1,2,5.0
19213,8.0,6.0,8.0,1.0,0,1,0,1,1.0,2.0,0,0,2.0
19216,2.0,1.0,2.0,2.0,1,1,0,0,1.0,3.0,1,1,4.0
19220,4.0,2.0,4.0,1.0,2,1,0,1,1.0,3.0,0,1,3.0
19234,9.0,9.0,9.0,2.0,3,1,0,1,1.0,2.0,1,2,5.0
19239,6.0,3.0,6.0,1.0,0,1,0,0,1.0,3.0,0,3,5.0
19240,3.0,2.0,3.0,1.0,1,1,0,0,1.0,4.0,0,1,3.0
19243,1.0,1.0,1.0,2.0,0,1,0,0,1.0,1.0,1,1,2.0
19251,2.0,3.0,2.0,1.0,2,1,0,1,1.0,2.0,0,1,2.0
19260,7.0,1.0,7.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
19277,6.0,3.0,6.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
19279,7.0,8.0,7.0,1.0,2,1,0,1,1.0,4.0,0,1,4.0
19280,4.0,5.0,5.0,2.0,1,1,0,1,1.0,5.0,1,1,4.0
19282,3.0,1.0,3.0,2.0,1,1,0,0,1.0,3.0,1,1,4.0
19283,1.0,2.0,1.0,1.0,0,1,0,0,1.0,2.0,0,3,4.0
19286,5.0,3.0,5.0,2.0,1,1,0,1,1.0,4.0,1,3,6.0
19296,4.0,2.0,4.0,2.0,0,1,0,0,1.0,4.0,1,1,4.0
19297,7.0,4.0,7.0,2.0,3,1,0,1,1.0,2.0,1,1,4.0
19298,8.0,7.0,8.0,1.0,3,1,0,0,1.0,4.0,0,0,3.0
19307,2.0,2.0,2.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
19312,2.0,1.0,2.0,2.0,2,1,0,0,1.0,3.0,1,1,5.0
19317,1.0,1.0,1.0,1.0,0,1,0,0,1.0,2.0,0,1,5.0
19319,1.0,1.0,1.0,2.0,2,1,0,0,1.0,3.0,1,1,3.0
19324,9.0,9.0,9.0,1.0,3,1,0,1,1.0,5.0,0,1,3.0
19331,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,2.0
19333,9.0,10.0,9.0,2.0,0,1,0,1,1.0,4.0,1,1,4.0
19345,6.0,4.0,6.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
19346,2.0,2.0,2.0,2.0,1,1,0,1,1.0,5.0,1,1,4.0
